item_name,item_type,source,target,item_value,source_survey_itemID,target_survey_itemID
B4,REQUEST,How difficult or easy do you find it to make your mind up about political issues?,"Wie schwer oder leicht fällt es Ihnen, sich über politische Themen eine Meinung zu bilden?",,ESS_R01_2002_ENG_SOURCE_14,ESS_R01_2002_GER_DE_14
B4,RESPONSE,Very difficult,Sehr schwer,1,ESS_R01_2002_ENG_SOURCE_14,ESS_R01_2002_GER_DE_14
B4,RESPONSE,Difficult,Schwer,2,ESS_R01_2002_ENG_SOURCE_14,ESS_R01_2002_GER_DE_14
B4,RESPONSE,Neither difficult nor easy,Weder schwer noch leicht,3,ESS_R01_2002_ENG_SOURCE_14,ESS_R01_2002_GER_DE_14
B4,RESPONSE,Easy,Leicht,4,ESS_R01_2002_ENG_SOURCE_14,ESS_R01_2002_GER_DE_14
B4,RESPONSE,Very easy,Sehr leicht,5,ESS_R01_2002_ENG_SOURCE_14,ESS_R01_2002_GER_DE_14
B4,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_14,ESS_R01_2002_GER_DE_14
B5,INSTRUCTION,,Bitte benutzen Sie Liste 9.,,,ESS_R01_2002_GER_DE_15
B5,REQUEST,"Using this card, do you think that politicians in general care what people like you think?","Glauben Sie, dass sich Politiker im Allgemeinen darum kümmern, was Leute wie Sie denken?",,ESS_R01_2002_ENG_SOURCE_15,ESS_R01_2002_GER_DE_15
B5,RESPONSE,Hardly any politicians care what people like me think,"Kaum ein Politiker kümmert sich darum, was Leute wie ich denken",1,ESS_R01_2002_ENG_SOURCE_15,ESS_R01_2002_GER_DE_15
B5,RESPONSE,Very few care,Nur sehr wenige kümmern sich darum,2,ESS_R01_2002_ENG_SOURCE_15,ESS_R01_2002_GER_DE_15
B5,RESPONSE,Some care,Manche kümmern sich darum,3,ESS_R01_2002_ENG_SOURCE_15,ESS_R01_2002_GER_DE_15
B5,RESPONSE,Many care,Viele kümmern sich darum,4,ESS_R01_2002_ENG_SOURCE_15,ESS_R01_2002_GER_DE_15
B5,RESPONSE,Most politicians care what people like me think,"Die meisten Politiker kümmern sich darum, was Leute wie ich denken",5,ESS_R01_2002_ENG_SOURCE_15,ESS_R01_2002_GER_DE_15
B5,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_15,ESS_R01_2002_GER_DE_15
B6,INSTRUCTION,Please use this card.,Bitte benutzen Sie Liste 10.,,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B6,REQUEST,Would you say that politicians are just interested in getting people's votes rather than in people's opinions?,"Würden Sie sagen, dass Politiker nur an Wählerstimmen interessiert sind, aber nicht an den Meinungen der Menschen?",,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B6,RESPONSE,Nearly all politicians are just interested in votes,Fast alle Politiker sind nur an Wählerstimmen interessiert,1,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B6,RESPONSE,Most politicians are just interested in votes,Die meisten Politiker sind nur an Wählerstimmen interessiert,2,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B6,RESPONSE,"Some politicians are just interested in votes, others aren't","Manche Politiker sind nur an Wählerstimmen interessiert, andere nicht",3,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B6,RESPONSE,Most politicians are interested in people's opinions,Die meisten Politiker interessieren sich für die Meinungen der Menschen,4,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B6,RESPONSE,Nearly all politicians are interested in people's opinions,Fast alle Politiker interessieren sich für die Meinungen der Menschen,5,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B6,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_16,ESS_R01_2002_GER_DE_16
B7,REQUEST,"Using this card, please tell me on a score of 0-10 how much you personally trust each of the institutions I read out.","Bitte benutzen Sie Liste 11 und sagen Sie mir zu jeder öffentlichen Einrichtung oder Personengruppe, die ich Ihnen nenne, wie sehr Sie persönlich jeder einzelnen davon vertrauen.",,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,REQUEST,"0 means you do not trust an institution at all, and 10 means you have complete trust.","0 bedeutet, dass Sie dieser Einrichtung oder Personengruppe überhaupt nicht vertrauen, und 10 bedeutet, dass Sie ihr voll und ganz vertrauen.",,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,REQUEST,Firstly country's parliament?,Wie ist das mit...,,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,REQUEST,,Verwenden Sie dazu diese Skala von 0 bis 10.,,,ESS_R01_2002_GER_DE_17
B7,REQUEST,,dem Bundestag?,,,ESS_R01_2002_GER_DE_17
B7,RESPONSE, No trust At all, Vertraue überhaupt nicht,0,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE, Complete trust, Vertraue voll und ganz,10,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B7,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_17,ESS_R01_2002_GER_DE_17
B8,RESPONSE, No trust At all, Vertraue überhaupt nicht,0,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE, Complete trust, Vertraue voll und ganz,10,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B8,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_18,ESS_R01_2002_GER_DE_18
B9,RESPONSE, No trust At all, Vertraue überhaupt nicht,0,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE, Complete trust, Vertraue voll und ganz,10,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B9,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_19,ESS_R01_2002_GER_DE_19
B10,REQUEST,... politicians?,...den Politikern?,,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE, No trust At all, Vertraue überhaupt nicht,0,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE, Complete trust, Vertraue voll und ganz,10,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B10,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_20,ESS_R01_2002_GER_DE_20
B11,REQUEST,... the European Parliament?,...dem Europäischen Parlament?,,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE, No trust At all, Vertraue überhaupt nicht,0,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE, Complete trust, Vertraue voll und ganz,10,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B11,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_21,ESS_R01_2002_GER_DE_21
B12,REQUEST,... the United Nations?,...den Vereinten Nationen?,,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE, No trust At all, Vertraue überhaupt nicht,0,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE, Complete trust, Vertraue voll und ganz,10,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B12,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_22,ESS_R01_2002_GER_DE_22
B13,REQUEST,Some people don't vote nowadays for one reason or another.,Manche Menschen gehen heutzutage aus verschiedenen Gründen nicht zur Wahl.,,ESS_R01_2002_ENG_SOURCE_23,ESS_R01_2002_GER_DE_23
B13,REQUEST,Did you vote in the last country national election in month/year?,Haben Sie bei der letzten Bundestagswahl im September 2002 gewählt?,,ESS_R01_2002_ENG_SOURCE_23,ESS_R01_2002_GER_DE_23
B13,REQUEST,,Wie ist das bei Ihnen?,,,ESS_R01_2002_GER_DE_23
B13,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_23,ESS_R01_2002_GER_DE_23
B13,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_23,ESS_R01_2002_GER_DE_23
B13,RESPONSE,Not eligible to vote,Nicht wahlberechtigt,3,ESS_R01_2002_ENG_SOURCE_23,ESS_R01_2002_GER_DE_23
B13,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_23,ESS_R01_2002_GER_DE_23
B15,REQUEST,There are different ways of trying to improve things in country or help prevent things from going wrong.,"Es gibt verschiedene Möglichkeiten, mit denen man versuchen kann, etwas in Deutschland zu verbessern oder zu verhindern, dass sich etwas verschlechtert.",,ESS_R01_2002_ENG_SOURCE_25,ESS_R01_2002_GER_DE_26
B15,REQUEST,"During the last 12 months, have you done any of the following?",Haben sie im Verlauf der letzten 12 Monate irgendetwas davon unternommen?,,ESS_R01_2002_ENG_SOURCE_25,ESS_R01_2002_GER_DE_26
B15,REQUEST,"Contacted a politician, government or local government official","Kontakt zu einem Politiker oder einer Amtsperson auf Bundes-,Landes- oder Kommunalebene aufgenommen?",,ESS_R01_2002_ENG_SOURCE_25,ESS_R01_2002_GER_DE_26
B15,REQUEST,Firstly...,,,ESS_R01_2002_ENG_SOURCE_25,
B15,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_25,ESS_R01_2002_GER_DE_26
B15,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_25,ESS_R01_2002_GER_DE_26
B15,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_25,ESS_R01_2002_GER_DE_26
B16,REQUEST,Worked in a political party or action group,in einer politischen Partei oder Gruppierung mitgearbeitet?,,ESS_R01_2002_ENG_SOURCE_26,ESS_R01_2002_GER_DE_27
B16,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_26,ESS_R01_2002_GER_DE_27
B16,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_26,ESS_R01_2002_GER_DE_27
B16,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_26,ESS_R01_2002_GER_DE_27
B17,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_27,ESS_R01_2002_GER_DE_28
B17,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_27,ESS_R01_2002_GER_DE_28
B17,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_27,ESS_R01_2002_GER_DE_28
B18,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_28,ESS_R01_2002_GER_DE_29
B18,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_28,ESS_R01_2002_GER_DE_29
B18,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_28,ESS_R01_2002_GER_DE_29
B19,REQUEST,Signed a petition,sich an einer Unterschriftensammlung beteiligt?,,ESS_R01_2002_ENG_SOURCE_29,ESS_R01_2002_GER_DE_30
B19,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_29,ESS_R01_2002_GER_DE_30
B19,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_29,ESS_R01_2002_GER_DE_30
B19,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_29,ESS_R01_2002_GER_DE_30
B20,REQUEST,Taken part in a lawful public demonstration,an einer genehmigten öffentlichen Demonstration teilgenommen?,,ESS_R01_2002_ENG_SOURCE_30,ESS_R01_2002_GER_DE_32
B20,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_30,ESS_R01_2002_GER_DE_32
B20,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_30,ESS_R01_2002_GER_DE_32
B20,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_30,ESS_R01_2002_GER_DE_32
B21,REQUEST,Boycotted certain products,bestimmte Produkte boykottiert?,,ESS_R01_2002_ENG_SOURCE_31,ESS_R01_2002_GER_DE_33
B21,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_31,ESS_R01_2002_GER_DE_33
B21,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_31,ESS_R01_2002_GER_DE_33
B21,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_31,ESS_R01_2002_GER_DE_33
B22,REQUEST,"Deliberately bought certain products for political, ethical or environmental reasons","aus politischen, moralischen oder Umweltgründen bewußt bestimmte Produkte gekauft?",,ESS_R01_2002_ENG_SOURCE_32,ESS_R01_2002_GER_DE_34
B22,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_32,ESS_R01_2002_GER_DE_34
B22,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_32,ESS_R01_2002_GER_DE_34
B22,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_32,ESS_R01_2002_GER_DE_34
B23,REQUEST,Donated money to a political organisation or group,einer politischen Organisation oder Gruppe Geld gespendet?,,ESS_R01_2002_ENG_SOURCE_33,ESS_R01_2002_GER_DE_35
B23,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_33,ESS_R01_2002_GER_DE_35
B23,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_33,ESS_R01_2002_GER_DE_35
B23,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_33,ESS_R01_2002_GER_DE_35
B24,REQUEST,Participated in illegal protest activities,an illegalen Protestaktionen teilgenommen?,,ESS_R01_2002_ENG_SOURCE_34,ESS_R01_2002_GER_DE_36
B24,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_34,ESS_R01_2002_GER_DE_36
B24,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_34,ESS_R01_2002_GER_DE_36
B24,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_34,ESS_R01_2002_GER_DE_36
B25a,REQUEST,Is there a particular political party you feel closer to than all the other parties?,"Gibt es eine politische Partei, der Sie näher stehen als allen anderen Parteien?",,ESS_R01_2002_ENG_SOURCE_35,ESS_R01_2002_GER_DE_37
B25a,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_35,ESS_R01_2002_GER_DE_37
B25a,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_35,ESS_R01_2002_GER_DE_37
B25a,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_35,ESS_R01_2002_GER_DE_37
B25b,RESPONSE,Conservative,SPD,1,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25b,RESPONSE,Labour,CDU/CSU,2,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25b,RESPONSE,Liberal Democrat,Bündnis 90/Die Grünen,3,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25b,RESPONSE,Scottish National Party,FDP,4,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25b,RESPONSE,Plaid Cymru,PDS 5,5,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25b,RESPONSE,Green Party,Republikaner,6,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25b,RESPONSE,Other,Andere Partei,7,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25b,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_36,ESS_R01_2002_GER_DE_38
B25c,REQUEST,How close do you feel to this party?,Wie nahe stehen Sie dieser Partei?,,ESS_R01_2002_ENG_SOURCE_37,ESS_R01_2002_GER_DE_39
B25c,RESPONSE,very close,sehr nahe,1,ESS_R01_2002_ENG_SOURCE_37,ESS_R01_2002_GER_DE_39
B25c,RESPONSE,quite close,ziemlich nahe,2,ESS_R01_2002_ENG_SOURCE_37,ESS_R01_2002_GER_DE_39
B25c,RESPONSE,not close,nicht besonders nahe,3,ESS_R01_2002_ENG_SOURCE_37,ESS_R01_2002_GER_DE_39
B25c,RESPONSE,"or, not at all close?",oder überhaupt nicht nahe,4,ESS_R01_2002_ENG_SOURCE_37,ESS_R01_2002_GER_DE_39
B25c,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_37,ESS_R01_2002_GER_DE_39
B26,REQUEST,Are you a member of any political party?,Sind Sie Mitglied einer politischen Partei?,,ESS_R01_2002_ENG_SOURCE_38,ESS_R01_2002_GER_DE_40
B26,RESPONSE,Yes,Ja,1,ESS_R01_2002_ENG_SOURCE_38,ESS_R01_2002_GER_DE_40
B26,RESPONSE,No,Nein,2,ESS_R01_2002_ENG_SOURCE_38,ESS_R01_2002_GER_DE_40
B26,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_38,ESS_R01_2002_GER_DE_40
B27,REQUEST,Which one?,Welcher Partei?,,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,Conservative,SPD,1,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,Labour,CDU/CSU,2,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,Liberal Democrat,Bündnis 90/Die Grünen,3,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,Scottish National Party,FDP,4,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,Plaid Cymru,PDS,5,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,Green Party,Republikaner,6,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,Other,Andere Partei,7,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B27,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_39,ESS_R01_2002_GER_DE_41
B28,REQUEST,"In politics people sometimes talk of ""left"" and ""right"".","In der Politik spricht man manchmal von ""links"" und ""rechts"".",,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,REQUEST,"Using this card, where would you place yourself on this scale, where 0 means the left and 10 means the right?","Wo auf der Skala auf Liste 12 würden Sie sich selbst einstufen, wenn 0 für links steht und 10 für rechts?",,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE, Left, Links,0,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,8,8,8,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,9,9,9,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE, Right, Rechts,10,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B28,RESPONSE,(Don't know),(Weiß nicht),888,ESS_R01_2002_ENG_SOURCE_40,ESS_R01_2002_GER_DE_42
B29,INSTRUCTION,,Bitte antworten sie anhand von Liste 13.,,,ESS_R01_2002_GER_DE_43
B29,REQUEST,"All things considered, how satisfied are you with your life as a whole nowadays?",Wie zufrieden sind Sie - alles in allem - mit Ihrem gegenwärtigen Leben?,,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE, Extremely dissatisfied, Äußerst unzufrieden,0,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE,1,1,1,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE,2,2,2,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE,3,3,3,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE,4,4,4,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE,5,5,5,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE,6,6,6,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
B29,RESPONSE,7,7,7,ESS_R01_2002_ENG_SOURCE_41,ESS_R01_2002_GER_DE_43
